"Year","RO","HR","PA","DAU-Co","Crop_Type","Regional_AW_Vol","Regional_CF","Regional_ICA","Regional_ETc_Vol","Regional_ETaw_Vol","Regional_Ep_Vol"
"2016","SCRO","03_Central Coast","301_Northern","04927","Pasture",229.45,0.84985835694051,65,242.45,195,48.1
"2016","SCRO","03_Central Coast","301_Northern","04927","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Truck Crops",70226.8,0.9,50162,66715.46,63204.12,3009.72
"2016","SCRO","03_Central Coast","301_Northern","04927","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","04927","Citrus & Subtropical",976.8,0.9,407,1318.68,879.12,439.56
"2016","SCRO","03_Central Coast","301_Northern","04927","Vineyard",6422.05,0.897674418604651,2987,6212.96,5764.91,448.05
"2016","SCRO","03_Central Coast","301_Northern","04927","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05027","Grain",99,0.737373737373737,100,148,73,75
"2016","SCRO","03_Central Coast","301_Northern","05027","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Dry Beans",261.44,0.81578947368421,172,221.88,213.28,6.88
"2016","SCRO","03_Central Coast","301_Northern","05027","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Other Field",240.87,0.778801843317972,111,204.24,187.59,15.54
"2016","SCRO","03_Central Coast","301_Northern","05027","Alfalfa",676.4,0.85,178,672.84,574.94,96.12
"2016","SCRO","03_Central Coast","301_Northern","05027","Pasture",1097.92,0.848404255319149,292,1156.32,931.48,221.92
"2016","SCRO","03_Central Coast","301_Northern","05027","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Truck Crops",115994.34,0.902597402597402,75321,107709.03,104696.19,2259.63
"2016","SCRO","03_Central Coast","301_Northern","05027","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05027","Citrus & Subtropical",4570.24,0.902027027027027,1544,5280.48,4122.48,1158
"2016","SCRO","03_Central Coast","301_Northern","05027","Vineyard",46009.2,0.9,20004,44208.84,41408.28,2600.52
"2016","SCRO","03_Central Coast","301_Northern","05027","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05127","Grain",600,0.741666666666667,500,775,445,330
"2016","SCRO","03_Central Coast","301_Northern","05127","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Dry Beans",341.55,0.818181818181818,207,293.94,279.45,14.49
"2016","SCRO","03_Central Coast","301_Northern","05127","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Other Field",302.26,0.781512605042017,127,256.54,236.22,20.32
"2016","SCRO","03_Central Coast","301_Northern","05127","Alfalfa",250.71,0.849148418491484,61,247.05,212.89,33.55
"2016","SCRO","03_Central Coast","301_Northern","05127","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Onion & Garlic",826.5,0.868965517241379,285,732.45,718.2,11.4
"2016","SCRO","03_Central Coast","301_Northern","05127","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Truck Crops",114721.2,0.903030303030303,69528,108463.68,103596.72,4171.68
"2016","SCRO","03_Central Coast","301_Northern","05127","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05127","Other Deciduous",1095.93,0.902356902356902,369,1188.18,988.92,191.88
"2016","SCRO","03_Central Coast","301_Northern","05127","Citrus & Subtropical",43.52,0.900735294117647,16,52.48,39.2,13.28
"2016","SCRO","03_Central Coast","301_Northern","05127","Vineyard",59265.25,0.901818181818182,21551,51937.91,53446.48,3879.18
"2016","SCRO","03_Central Coast","301_Northern","05127","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05227","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Truck Crops",1113.2,0.895652173913044,968,1035.76,997.04,19.36
"2016","SCRO","03_Central Coast","301_Northern","05227","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Vineyard",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05227","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05327","Grain",100,0.74,100,150,74,76
"2016","SCRO","03_Central Coast","301_Northern","05327","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Truck Crops",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05327","Vineyard",1493.86,0.898230088495575,661,1480.64,1341.83,132.2
"2016","SCRO","03_Central Coast","301_Northern","05327","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05427","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Other Field",375.97,0.780487804878049,131,282.96,293.44,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Truck Crops",746.46,0.902298850574713,429,707.85,673.53,30.03
"2016","SCRO","03_Central Coast","301_Northern","05427","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Vineyard",3340.8,0.9,1152,2926.08,3006.72,0
"2016","SCRO","03_Central Coast","301_Northern","05427","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05435","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Pasture",2358.72,0.849537037037037,546,2347.8,2003.82,343.98
"2016","SCRO","03_Central Coast","301_Northern","05435","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Truck Crops",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Other Deciduous",295.05,0.900355871886121,105,286.65,265.65,19.95
"2016","SCRO","03_Central Coast","301_Northern","05435","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05435","Vineyard",881.38,0.901574803149606,347,846.68,794.63,48.58
"2016","SCRO","03_Central Coast","301_Northern","05435","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05527","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Other Field",1343.68,0.779411764705882,494,1012.7,1047.28,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Alfalfa",2670.3,0.85024154589372,645,2625.15,2270.4,341.85
"2016","SCRO","03_Central Coast","301_Northern","05527","Pasture",2415.27,0.848484848484849,563,2404.01,2049.32,343.43
"2016","SCRO","03_Central Coast","301_Northern","05527","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Onion & Garlic",83.81,0.8719723183391,29,75.11,73.08,2.03
"2016","SCRO","03_Central Coast","301_Northern","05527","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Truck Crops",1023.12,0.898809523809524,609,943.95,919.59,18.27
"2016","SCRO","03_Central Coast","301_Northern","05527","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Citrus & Subtropical",166.16,0.899253731343284,62,205.22,149.42,55.18
"2016","SCRO","03_Central Coast","301_Northern","05527","Vineyard",13941.7,0.899280575539569,5015,12186.45,12537.5,0
"2016","SCRO","03_Central Coast","301_Northern","05527","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05627","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Truck Crops",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05627","Vineyard",757.12,0.901098901098901,416,694.72,682.24,12.48
"2016","SCRO","03_Central Coast","301_Northern","05627","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05827","Grain",94,0.74468085106383,100,141,70,71
"2016","SCRO","03_Central Coast","301_Northern","05827","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Other Field",261.66,0.780898876404494,147,219.03,204.33,14.7
"2016","SCRO","03_Central Coast","301_Northern","05827","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Pasture",184.67,0.849840255591054,59,200.01,156.94,42.48
"2016","SCRO","03_Central Coast","301_Northern","05827","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Truck Crops",10974.18,0.899159663865546,9222,10974.18,9867.54,1014.42
"2016","SCRO","03_Central Coast","301_Northern","05827","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Vineyard",111.28,0.897196261682243,52,95.68,99.84,0
"2016","SCRO","03_Central Coast","301_Northern","05827","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05927","Grain",67.31,0.735849056603774,127,177.8,49.53,128.27
"2016","SCRO","03_Central Coast","301_Northern","05927","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Truck Crops",16502.22,0.896825396825397,13097,16109.31,14799.61,1178.73
"2016","SCRO","03_Central Coast","301_Northern","05927","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Vineyard",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05927","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05935","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Other Field",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Pasture",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Truck Crops",138.72,0.904411764705882,102,129.54,125.46,3.06
"2016","SCRO","03_Central Coast","301_Northern","05935","Almonds & Pistachios",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Other Deciduous",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Citrus & Subtropical",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Vineyard",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05935","Total",NA,NA,NA,NA,NA,NA
"2016","SCRO","03_Central Coast","301_Northern","05944","Grain",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Rice",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Cotton",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Sugar Beet",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Corn",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Dry Beans",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Safflower",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Other Field",179.22,0.781553398058253,87,136.59,140.07,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Alfalfa",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Pasture",976.32,0.850694444444445,339,864.45,830.55,30.51
"2016","SCRO","03_Central Coast","301_Northern","05944","Tomato Processing",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Tomato Fresh",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Cucurbits",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Onion & Garlic",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Potatoes",0,0,0,0,0,0
"2016","SCRO","03_Central Coast","301_Northern","05944","Truck Crops",15781.86,0.89922480620155,12234,14925.48,14191.44,611.7
